"Project Name","Address","No. of Units","Area (sqm)","Type of Area","Transacted Price ($)","Unit Price ($ psm)","Unit Price ($ psf)","Contract Date","Property Type","Tenure","Completion Date","Type of Sale","Purchaser Address Indicator","Postal District","Postal Sector","Postal Code","Planning Region","Planning Area","Postal Code","latitude","longitude"
"1919","110 Sophia Road  #03-15 ","1","52","Strata","1250000","24038","2233","2013-09-06","Apartment","Freehold","Uncompleted","Sub Sale","Private","09","22","228175","Central Region","Rochor","228175","1.30277256454952","103.846573123608"
"26 NEWTON","26 Newton Road  #18-05 ","1","52","Strata","1446015","27808","2583","2014-01-07","Apartment","Freehold","Uncompleted","New Sale","Private","11","30","307957","Central Region","Novena","307957","1.31569281603661","103.84161545654"
"26 NEWTON","26 Newton Road  #10-05 ","1","52","Strata","1370000","26346","2448","2013-08-23","Apartment","Freehold","Uncompleted","New Sale","HDB","11","30","307957","Central Region","Novena","307957","1.31569281603661","103.84161545654"
"26 NEWTON","26 Newton Road  #06-07 ","1","57","Strata","1485427","26060","2421","2013-09-27","Apartment","Freehold","Uncompleted","New Sale","Private","11","30","307957","Central Region","Novena","307957","1.31569281603661","103.84161545654"
"26 NEWTON","26 Newton Road  #15-09 ","1","44","Strata","1190000","27045","2513","2013-09-16","Apartment","Freehold","Uncompleted","New Sale","HDB","11","30","307957","Central Region","Novena","307957","1.31569281603661","103.84161545654"
"26 NEWTON","26 Newton Road  #15-01 ","1","44","Strata","1190000","27045","2513","2013-09-16","Apartment","Freehold","Uncompleted","New Sale","HDB","11","30","307957","Central Region","Novena","307957","1.31569281603661","103.84161545654"
"26 NEWTON","26 Newton Road  #11-05 ","1","52","Strata","1392307","26775","2487","2013-09-05","Apartment","Freehold","Uncompleted","New Sale","Private","11","30","307957","Central Region","Novena","307957","1.31569281603661","103.84161545654"
"28 RC SUITES","28 Race Course Lane  #05-01 ","1","40","Strata","687300","17183","1596","2013-11-13","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","218746","Central Region","Rochor","218746","1.30998179253904","103.852952005796"
"28 RC SUITES","28 Race Course Lane  #06-06 ","1","82","Strata","1308000","15951","1482","2013-09-09","Apartment","Freehold","Uncompleted","New Sale","Private","08","21","218746","Central Region","Rochor","218746","1.30998179253904","103.852952005796"
"28 RC SUITES","28 Race Course Lane  #05-06 ","1","41","Strata","718200","17517","1627","2013-11-13","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","218746","Central Region","Rochor","218746","1.30998179253904","103.852952005796"
"28 RC SUITES","28 Race Course Lane  #03-02 ","1","38","Strata","680000","17895","1662","2013-10-03","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","218746","Central Region","Rochor","218746","1.30998179253904","103.852952005796"
"28 RC SUITES","28 Race Course Lane  #04-02 ","1","38","Strata","698500","18382","1708","2013-09-03","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","218746","Central Region","Rochor","218746","1.30998179253904","103.852952005796"
"28 RC SUITES","28 Race Course Lane  #05-04 ","1","38","Strata","704200","18532","1722","2013-10-07","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","218746","Central Region","Rochor","218746","1.30998179253904","103.852952005796"
"28 RC SUITES","28 Race Course Lane  #03-05 ","1","38","Strata","690000","18158","1687","2013-09-11","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","218746","Central Region","Rochor","218746","1.30998179253904","103.852952005796"
"28 SHELFORD","28 Shelford Road  #04-06 ","1","78","Strata","1308000","16769","1558","2013-08-13","Apartment","Freehold","1994","Resale","Private","11","28","288422","Central Region","Bukit Timah","288422","1.32930490178475","103.811999217472"
"368 THOMSON","368 Thomson Road  #08-04 ","1","64","Strata","1045000","16328","1517","2013-12-12","Condominium","Freehold","Uncompleted","Sub Sale","HDB","11","29","298127","Central Region","Novena","298127","1.32709133172753","103.841978574181"
"57 @ KOVAN","57 Kovan Road  #02-02 ","1","126","Strata","1470000","11667","1084","2013-08-12","Apartment","Freehold","2012","New Sale","Private","19","54","548147","North East Region","Hougang","548147","1.35734285727596","103.880518888071"
"6 DERBYSHIRE","6 Derbyshire Road  #19-04 ","1","48","Strata","1170200","24379","2265","2014-01-15","Condominium","Freehold","Uncompleted","New Sale","Private","11","30","309462","Central Region","Novena","309462","1.31568172508007","103.845880417825"
"6 DERBYSHIRE","6 Derbyshire Road  #07-04 ","1","48","Strata","1093300","22777","2116","2013-12-23","Condominium","Freehold","Uncompleted","New Sale","HDB","11","30","309462","Central Region","Novena","309462","1.31568172508007","103.845880417825"
"6 DERBYSHIRE","6 Derbyshire Road  #28-02 ","1","94","Strata","2103100","22373","2079","2013-12-17","Condominium","Freehold","Uncompleted","New Sale","Private","11","30","309462","Central Region","Novena","309462","1.31568172508007","103.845880417825"
"6 DERBYSHIRE","6 Derbyshire Road  #27-03 ","1","105","Strata","2289600","21806","2026","2013-12-16","Condominium","Freehold","Uncompleted","New Sale","HDB","11","30","309462","Central Region","Novena","309462","1.31568172508007","103.845880417825"
"6 DERBYSHIRE","6 Derbyshire Road  #18-03 ","1","68","Strata","1547800","22762","2115","2013-12-27","Condominium","Freehold","Uncompleted","New Sale","Private","11","30","309462","Central Region","Novena","309462","1.31568172508007","103.845880417825"
"8 @ MOUNT SOPHIA","10 Mount Sophia  #06-36 ","1","96","Strata","1778000","18521","1721","2013-08-05","Condominium","103 Yrs From 28/11/2002","2007","Resale","Private","09","22","228459","Central Region","Rochor","228459","1.30054947380555","103.846277669459"
"8 FARRER SUITES","8 Sing Joo Walk  #02-07 ","1","59","Strata","1079500","18297","1700","2013-11-18","Apartment","Freehold","Uncompleted","New Sale","Private","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #03-07 ","1","59","Strata","1085300","18395","1709","2013-08-26","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #02-03 ","1","55","Strata","1000000","18182","1689","2013-10-30","Apartment","Freehold","Uncompleted","New Sale","Private","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #03-01 ","1","52","Strata","958800","18438","1713","2013-09-06","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #04-08 ","1","90","Strata","1529840","16998","1579","2013-10-29","Apartment","Freehold","Uncompleted","New Sale","Private","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #02-01 ","1","52","Strata","964500","18548","1723","2013-10-14","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #04-02 ","1","60","Strata","1120700","18678","1735","2013-12-13","Apartment","Freehold","Uncompleted","New Sale","Private","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #04-03 ","1","55","Strata","1019500","18536","1722","2013-09-05","Apartment","Freehold","Uncompleted","New Sale","Private","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #03-05 ","1","58","Strata","1066500","18388","1708","2013-09-03","Apartment","Freehold","Uncompleted","New Sale","Private","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #03-04 ","1","90","Strata","1459400","16216","1506","2013-09-03","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #03-08 ","1","90","Strata","1462300","16248","1509","2013-09-03","Apartment","Freehold","Uncompleted","New Sale","HDB","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 FARRER SUITES","8 Sing Joo Walk  #03-03 ","1","55","Strata","1013000","18418","1711","2013-09-04","Apartment","Freehold","Uncompleted","New Sale","Private","08","21","217820","Central Region","Kallang","217820","1.31498957432608","103.854709238076"
"8 RAJA","8 Jalan Raja Udang  #12-01 ","1","188","Strata","3000000","15957","1482","2013-11-25","Apartment","Freehold","2013","New Sale","Private","12","32","329217","Central Region","Novena","329217","1.32724141261164","103.842539714046"
"8@WOODLEIGH","2 Woodleigh Close  #10-02 ","1","102","Strata","1600000","15686","1457","2013-08-05","Condominium","99 Yrs From 22/09/2008","2012","Resale","HDB","13","35","357900","Central Region","Toa Payoh","357900","1.33591796482442","103.869688700814"
"A TREASURE TROVE","54 Punggol Walk  #10-09 ","1","97","Strata","1130000","11649","1082","2013-12-23","Condominium","99 Yrs From 09/03/2011","Uncompleted","Sub Sale","HDB","19","82","828832","North East Region","Punggol","828832","1.40587916468374","103.899982949921"
"A TREASURE TROVE","72 Punggol Walk  #16-45 ","1","142","Strata","1036000","7296","678","2013-09-10","Condominium","99 Yrs From 09/03/2011","Uncompleted","New Sale","HDB","19","82","828786","North East Region","Punggol","828786","1.40469769499067","103.899898950148"
"A TREASURE TROVE","70 Punggol Walk  #16-42 ","1","142","Strata","1036000","7296","678","2013-11-13","Condominium","99 Yrs From 09/03/2011","Uncompleted","New Sale","Private","19","82","828785","North East Region","Punggol","828785","1.40503555015027","103.900043751989"
"A TREASURE TROVE","76 Punggol Walk  #16-54 ","1","142","Strata","1036000","7296","678","2013-10-18","Condominium","99 Yrs From 09/03/2011","Uncompleted","New Sale","HDB","19","82","828788","North East Region","Punggol","828788","1.40486017530905","103.899371863946"
"A TREASURE TROVE","50 Punggol Walk  #01-03 ","1","142","Strata","1373000","9669","898","2013-11-07","Condominium","99 Yrs From 09/03/2011","Uncompleted","New Sale","HDB","19","82","828830","North East Region","Punggol","828830","1.40604382852454","103.89937974632"
"A TREASURE TROVE","66 Punggol Walk  #16-33 ","1","142","Strata","1036000","7296","678","2013-10-22","Condominium","99 Yrs From 09/03/2011","Uncompleted","New Sale","Private","19","82","828783","North East Region","Punggol","828783","1.40521350711287","103.899476595642"
"A TREASURE TROVE","54 Punggol Walk  #01-12 ","1","130","Strata","1302000","10015","930","2013-08-12","Condominium","99 Yrs From 09/03/2011","Uncompleted","New Sale","Private","19","82","828832","North East Region","Punggol","828832","1.40587916468374","103.899982949921"
"A TREASURE TROVE","52 Punggol Walk  #01-08 ","1","130","Strata","1302000","10015","930","2013-08-27","Condominium","99 Yrs From 09/03/2011","Uncompleted","New Sale","HDB","19","82","828831","North East Region","Punggol","828831","1.40598340974059","103.899667633672"
"A TREASURE TROVE","50 Punggol Walk  #16-01 ","1","142","Strata","1036000","7296","678","2013-10-24","Condominium","99 Yrs From 09/03/2011","Uncompleted","New Sale","HDB","19","82","828830","North East Region","Punggol","828830","1.40604382852454","103.89937974632"
"AALTO","191 Meyer Road  #07-01 ","1","144","Strata","2600000","18056","1677","2013-08-05","Condominium","Freehold","2010","Resale","Private","15","43","437980","Central Region","Marine Parade","437980","1.29872414214062","103.897227038465"
"AALTO","191 Meyer Road  #03-02 ","1","142","Strata","2550000","17958","1668","2013-08-28","Condominium","Freehold","2010","Resale","Private","15","43","437980","Central Region","Marine Parade","437980","1.29872414214062","103.897227038465"
"AALTO","191 Meyer Road  #27-01 ","1","144","Strata","3280000","22778","2116","2013-10-18","Condominium","Freehold","2010","Resale","Private","15","43","437980","Central Region","Marine Parade","437980","1.29872414214062","103.897227038465"
"ADAM PARK CONDOMINIUM","27A Adam Road  #01-18 ","1","103","Strata","1380000","13398","1245","2013-10-31","Condominium","Freehold","2004","Resale","HDB","11","28","289900","Central Region","Bukit Timah","289900","1.32804489587624","103.813395586308"
"ADAM PARK CONDOMINIUM","27A Adam Road  #04-15 ","1","135","Strata","1970000","14593","1356","2013-10-03","Condominium","Freehold","2004","Resale","Private","11","28","289900","Central Region","Bukit Timah","289900","1.32804489587624","103.813395586308"
"ADRIA","12 Derbyshire Road  #21-05 ","1","79","Strata","1700000","21519","1999","2014-01-20","Apartment","Freehold","2013","Resale","Private","11","30","309466","Central Region","Novena","309466","1.31644635532125","103.846258551608"
"ADRIA","12 Derbyshire Road  #05-01 ","1","131","Strata","2450000","18702","1737","2013-10-08","Apartment","Freehold","2013","Resale","Private","11","30","309466","Central Region","Novena","309466","1.31644635532125","103.846258551608"
"AIRSTREAM","26 St. Michael'S Road  #05-03 ","1","44","Strata","680000","15455","1436","2013-10-31","Apartment","Freehold","2012","Resale","HDB","12","32","327994","Central Region","Kallang","327994","1.32732661461559","103.864035551275"
"AIRSTREAM","26 St. Michael'S Road  #05-04 ","1","31","Strata","540000","17419","1618","2013-10-21","Apartment","Freehold","2012","Resale","HDB","12","32","327994","Central Region","Kallang","327994","1.32732661461559","103.864035551275"
"AIRSTREAM","26 St. Michael'S Road  #06-04 ","1","31","Strata","538000","17355","1612","2013-09-12","Apartment","Freehold","2012","Resale","Private","12","32","327994","Central Region","Kallang","327994","1.32732661461559","103.864035551275"
"AKYAB APARTMENTS","1 Akyab Road  #07-01 ","1","220","Strata","2500000","11364","1056","2013-08-06","Apartment","Freehold","1984","Resale","HDB","11","30","309972","Central Region","Novena","309972","1.32272793322576","103.847658788534"
"ALANA","184 Sunrise Terrace ","1","334","Strata","3478100","10413","967","2014-01-06","Terrace House","103 Yrs From 12/08/2013","Uncompleted","New Sale","Private","28","80","804569","North East Region","Ang Mo Kio","804569","1.38862927228613","103.855527046508"
"ALANA","130 Sunrise Terrace ","1","256","Strata","2250000","8789","817","2013-10-24","Terrace House","103 Yrs From 12/08/2013","Uncompleted","New Sale","Private","28","80","804542","North East Region","Ang Mo Kio","804542","1.38898211481515","103.855774292494"
"ALANA","66 Sunrise Terrace ","1","288","Strata","2825800","9812","912","2013-11-18","Terrace House","103 Yrs From 12/08/2013","Uncompleted","New Sale","Private","28","80","806377","North East Region","Ang Mo Kio","806377","1.38926383632436","103.855547840122"
"ALANA","132 Sunrise Terrace ","1","256","Strata","2256000","8813","819","2013-11-13","Terrace House","103 Yrs From 12/08/2013","Uncompleted","New Sale","HDB","28","80","804543","North East Region","Ang Mo Kio","804543","1.38898058424111","103.855720399397"
"ALBA","8 Cairnhill Rise  #08-01 ","1","209","Strata","6290300","30097","2796","2013-09-11","Apartment","Freehold","Uncompleted","New Sale","Private","09","22","229743","Central Region","Newton","229743","1.30741552503569","103.839716312962"
"ALBA","8 Cairnhill Rise  #13-02 ","1","172","Strata","5724500","33282","3092","2013-11-07","Apartment","Freehold","Uncompleted","New Sale","Private","09","22","229743","Central Region","Newton","229743","1.30741552503569","103.839716312962"
"ALESSANDREA","31 Alexandra Road  #08-06 ","1","102","Strata","1510000","14804","1375","2013-09-27","Apartment","Freehold","2003","Resale","Private","03","15","159967","Central Region","Bukit Merah","159967","1.29050566277128","103.82258734111"
"ALESSANDREA","31 Alexandra Road  #19-04 ","1","102","Strata","1480000","14510","1348","2013-08-28","Apartment","Freehold","2003","Resale","HDB","03","15","159967","Central Region","Bukit Merah","159967","1.29050566277128","103.82258734111"
"ALEXIS","356 Alexandra Road  #05-31 ","1","37","Strata","830000","22432","2084","2013-08-26","Apartment","Freehold","2012","Sub Sale","Private","03","15","159949","Central Region","Queenstown","159949","1.29113340555005","103.807354818702"
